mss0,mss1,mss2,mss3,mss4
0.6664830303992,0.6664830303992,0.6664830303992,0.6664830303992,0.536997764076907
0.649821488572724,0.649821488572724,0.649821488572724,0.42293828922647103,0.649821488572724
0.6539551559055,0.6539551559055,0.6539551559055,0.6539551559055,0.6259702626137409
0.771891901858643,0.771891901858643,0.771891901858643,0.6259702626137409,0.771891901858643
0.42667899334415793,0.42667899334415793,0.15857569018923298,0.42667899334415793,0.42667899334415793
0.256485291202277,0.256485291202277,0.256485291202277,0.256485291202277,0.229125226964803
0.6443768557395461,0.6443768557395461,0.6054732118040589,0.6443768557395461,0.6443768557395461
0.734379418662865,0.562687689909973,0.734379418662865,0.734379418662865,0.734379418662865
0.290585411372622,0.290585411372622,0.290585411372622,0.290585411372622,0.27891327825552603
0.7849416710007731,0.7849416710007731,0.21494179641489497,0.7849416710007731,0.7849416710007731
0.45675089316621004,0.7069886740007371,0.7069886740007371,0.7069886740007371,0.7069886740007371
0.300629826299448,0.300629826299448,0.13103203985614,0.300629826299448,0.300629826299448
0.31563861655692405,0.31563861655692405,0.31563861655692405,0.3137001352869939,0.31563861655692405
0.39416801389974604,0.39416801389974604,0.39416801389974604,0.39416801389974604,0.17066558661223497
0.560927536315941,0.560927536315941,0.560927536315941,0.560927536315941,0.521905336066341
0.25614327443667395,0.209237174683007,0.25614327443667395,0.25614327443667395,0.25614327443667395
0.394041396701898,0.394041396701898,0.166851597814881,0.394041396701898,0.394041396701898
0.26257409821058897,0.562687689909973,0.562687689909973,0.562687689909973,0.562687689909973
0.253280994002412,0.253280994002412,0.253280994002412,0.25284345940165504,0.253280994002412
0.858070731891803,0.858070731891803,0.858070731891803,0.858070731891803,0.444613595768866
0.17794437833841298,0.17794437833841298,0.16996611774822595,0.17794437833841298,0.17794437833841298
0.581963030511761,0.581963030511761,0.560684705524073,0.581963030511761,0.581963030511761
0.613100948875402,0.613100948875402,0.613100948875402,0.613100948875402,0.585744857946138
0.858070731891803,0.858070731891803,0.43916043138628497,0.858070731891803,0.858070731891803
0.20052173159099898,0.20052173159099898,0.20052173159099898,0.190230512947621,0.20052173159099898
0.403305572936201,0.469353899890524,0.469353899890524,0.469353899890524,0.469353899890524
0.127924857930598,0.39416801389974604,0.39416801389974604,0.39416801389974604,0.39416801389974604
0.6541737721005799,0.7075184291058231,0.7075184291058231,0.7075184291058231,0.7075184291058231
0.6988790913916729,0.6988790913916729,0.6988790913916729,0.274271519970751,0.6988790913916729
0.41909151493387103,0.41909151493387103,0.41909151493387103,0.147109689095988,0.41909151493387103
0.39058288205344394,0.39058288205344394,0.39058288205344394,0.39058288205344394,0.300356342360732
0.39021032245876297,0.242276026437626,0.39021032245876297,0.39021032245876297,0.39021032245876297
0.8037716830519479,0.443147235377961,0.8037716830519479,0.8037716830519479,0.8037716830519479
0.647066724543393,0.647066724543393,0.647066724543393,0.198259421367932,0.647066724543393
0.87706560788361,0.87706560788361,0.87706560788361,0.87706560788361,0.424858082746682
0.179794909578075,0.7849416710007731,0.7849416710007731,0.7849416710007731,0.7849416710007731
0.600609788899064,0.600609788899064,0.600609788899064,0.560927536315941,0.600609788899064
0.334034767976599,0.79019435165014,0.79019435165014,0.79019435165014,0.79019435165014
0.142482804652257,0.18856781013579302,0.18856781013579302,0.18856781013579302,0.18856781013579302
0.649821488572724,0.649821488572724,0.649821488572724,0.649821488572724,0.32891204036728
0.690269281729327,0.638298773374725,0.690269281729327,0.690269281729327,0.690269281729327
0.42643079103608506,0.649821488572724,0.649821488572724,0.649821488572724,0.649821488572724
0.799580062393467,0.799580062393467,0.799580062393467,0.799580062393467,0.7376349315470229
0.7383222461353779,0.686146707662725,0.7383222461353779,0.7383222461353779,0.7383222461353779
0.458038232976813,0.458038232976813,0.458038232976813,0.458038232976813,0.43425077575927207
0.482350506439391,0.71782234254831,0.71782234254831,0.71782234254831,0.71782234254831
0.27504615814303396,0.27504615814303396,0.27504615814303396,0.219701232026128,0.27504615814303396
0.355390132652375,0.235615847186134,0.355390132652375,0.355390132652375,0.355390132652375
0.429096512559531,0.429096512559531,0.429096512559531,0.429096512559531,0.122484061253127
0.834233958875777,0.834233958875777,0.834233958875777,0.834233958875777,0.634433177617748
0.432364322978321,0.29971396967067,0.432364322978321,0.432364322978321,0.432364322978321
0.657721261297928,0.657721261297928,0.657721261297928,0.657721261297928,0.58442036628431
0.514085088527097,0.47371722883821704,0.514085088527097,0.514085088527097,0.514085088527097
0.276827481053586,0.276827481053586,0.276827481053586,0.27431110764660804,0.276827481053586
0.104098758852592,0.0942458198825854,0.104098758852592,0.104098758852592,0.104098758852592
0.5150842858392071,0.5150842858392071,0.5150842858392071,0.4980782008854579,0.5150842858392071
0.0534279075464704,0.0534279075464704,0.0534279075464704,0.0533270037211221,0.0534279075464704
0.131363515817946,0.131363515817946,0.131363515817946,0.121668489713233,0.131363515817946
0.23438351201169502,0.7203745963052371,0.7203745963052371,0.7203745963052371,0.7203745963052371
0.30235261810470304,0.312152201562036,0.312152201562036,0.312152201562036,0.312152201562036
0.48451437822942206,0.38929876791294,0.48451437822942206,0.48451437822942206,0.48451437822942206
0.181865577049721,0.29543956354120804,0.29543956354120804,0.29543956354120804,0.29543956354120804
0.23706772258415,0.23706772258415,0.228645894692876,0.23706772258415,0.23706772258415
0.34785174437656,0.34785174437656,0.341002040714442,0.34785174437656,0.34785174437656
0.456875080391793,0.199134121546316,0.456875080391793,0.456875080391793,0.456875080391793
0.8062068235726891,0.8062068235726891,0.435543850761512,0.8062068235726891,0.8062068235726891
0.25614327443667395,0.25614327443667395,0.23290334607337698,0.25614327443667395,0.25614327443667395
0.37356747146970204,0.37356747146970204,0.168226453026664,0.37356747146970204,0.37356747146970204
0.23438351201169502,0.23438351201169502,0.23438351201169502,0.23438351201169502,0.23258752369282398
0.47605963162248605,0.47605963162248605,0.47605963162248605,0.0,0.47605963162248605
0.65410171847062,0.18031942264454898,0.65410171847062,0.65410171847062,0.65410171847062
0.7611758170807271,0.7611758170807271,0.7611758170807271,0.7611758170807271,0.23975602645146202
0.273317957094959,0.273317957094959,0.273317957094959,0.0810868514607056,0.273317957094959
0.5771893444850601,0.5771893444850601,0.5771893444850601,0.5771893444850601,0.548394650155086
0.12319019474948802,0.12616001798557902,0.12616001798557902,0.12616001798557902,0.12616001798557902
0.727573659392604,0.727573659392604,0.727573659392604,0.689669863007427,0.727573659392604
0.33971213809597095,0.33971213809597095,0.33971213809597095,0.32891204036728,0.33971213809597095
0.0509124357138135,0.0496220471747432,0.0509124357138135,0.0509124357138135,0.0509124357138135
0.5478710978339679,0.5478710978339679,0.17014741077818396,0.5478710978339679,0.5478710978339679
0.183445053690863,0.183445053690863,0.17603778145321303,0.183445053690863,0.183445053690863
0.20027451752056896,0.20027451752056896,0.19146894843419396,0.20027451752056896,0.20027451752056896
0.599639367855874,0.655624517201158,0.655624517201158,0.655624517201158,0.655624517201158
0.703854648674631,0.703854648674631,0.269837563140032,0.703854648674631,0.703854648674631
0.273072194653138,0.493300706116385,0.493300706116385,0.493300706116385,0.493300706116385
0.196970812705435,0.196970812705435,0.19408235989668002,0.196970812705435,0.196970812705435
0.263247482769704,0.26198460954820896,0.263247482769704,0.263247482769704,0.263247482769704
0.503567990115724,0.503567990115724,0.328317510756952,0.503567990115724,0.503567990115724
0.502067249402281,0.502067249402281,0.502067249402281,0.0746820572141533,0.502067249402281
0.3755593509799,0.16828332335450302,0.3755593509799,0.3755593509799,0.3755593509799
0.290585411372622,0.289126307212668,0.290585411372622,0.290585411372622,0.290585411372622
0.548394650155086,0.5771893444850601,0.5771893444850601,0.5771893444850601,0.5771893444850601
0.9323966844396899,0.9323966844396899,0.329954176825076,0.9323966844396899,0.9323966844396899
0.49923483689310205,0.487278938749113,0.49923483689310205,0.49923483689310205,0.49923483689310205
0.7383222461353779,0.7383222461353779,0.599639367855874,0.7383222461353779,0.7383222461353779
0.560927536315941,0.560927536315941,0.560927536315941,0.521905336066341,0.560927536315941
0.458038232976813,0.458038232976813,0.458038232976813,0.43425077575927207,0.458038232976813
0.30994067347558196,0.30994067347558196,0.30994067347558196,0.30994067347558196,0.18856781013579302
0.101079328090932,0.112397646420878,0.112397646420878,0.112397646420878,0.112397646420878
0.540860696625151,0.540860696625151,0.25035626493322,0.540860696625151,0.540860696625151
0.524000798718062,0.524000798718062,0.524000798718062,0.23332122771807398,0.524000798718062
0.29543956354120804,0.29543956354120804,0.29543956354120804,0.29543956354120804,0.165821269308529
0.0638112039084364,0.0638112039084364,0.0638112039084364,0.0638112039084364,0.0352131862858804
0.4273331062199579,0.659071587531491,0.659071587531491,0.659071587531491,0.659071587531491
0.368562710961499,0.27940469066198803,0.368562710961499,0.368562710961499,0.368562710961499
0.331808013789764,0.331808013789764,0.331808013789764,0.266229138518421,0.331808013789764
0.48504602072153497,0.48504602072153497,0.41909151493387103,0.48504602072153497,0.48504602072153497
0.286276135338427,0.286276135338427,0.286276135338427,0.286276135338427,0.25009461463440197
0.42667899334415793,0.162276309562538,0.42667899334415793,0.42667899334415793,0.42667899334415793
0.432364322978321,0.287522315874097,0.432364322978321,0.432364322978321,0.432364322978321
0.17794827052636703,0.17794827052636703,0.169327202817755,0.17794827052636703,0.17794827052636703
0.7982811236929079,0.7709027497151529,0.7982811236929079,0.7982811236929079,0.7982811236929079
0.5339777337110221,0.466421802156149,0.5339777337110221,0.5339777337110221,0.5339777337110221
